#
#   VizieR Astronomical Server: webviz.u-strasbg.fr 	2009-01-26T15:39:05
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx4787	
#INFO	-out.max=50000	

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column	_RAJ2000	(F10.6)	Right ascension (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(F10.6)	Declination (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#_RAJ2000	_DEJ2000	HIP	Vmag	B-V
#deg	deg		mag	mag
#----------	----------	------	-----	------
* V 10
  0.490079	 -6.014072	   154	 4.37	 1.631
  0.496930	 63.357826	   156	 8.60	 0.100
  0.500424	 -5.213925	   157	 8.51	 0.903
  0.500846	-37.901878	   158	 7.09	 0.999
  0.510907	 -2.766171	   159	 6.93	 0.292
  0.511815	-69.269198	   160	 8.68	-0.052
  0.512412	 33.695958	   161	 8.98	 1.500
  0.517190	-30.685228	   163	 8.98	 0.107
  0.519136	 59.940102	   164	 7.98	 0.970
  0.521317	-56.514931	   166	 8.86	 0.660
  0.527826	 39.183203	   167	 8.58	 0.060
  0.542313	 27.082256	   171	 5.80	 0.690
  0.549569	 47.577206	   173	 8.45	 0.248
  0.551641	 59.965338	   174	 8.86	 1.035
  0.552408	 49.771086	   175	 7.84	 0.923
  0.553399	 44.428262	   176	 8.86	 0.530
  0.560228	-11.964352	   177	 8.93	 0.172
  0.568068	-27.135153	   178	 7.97	 0.556
  0.569515	-13.407437	   179	 6.90	 0.534
  0.570912	 -9.174928	   180	 8.47	 1.171
  0.573772	 60.703168	   181	 6.77	 1.832
  0.581195	 52.586407	   182	 8.55	 1.004
  0.583003	-29.720414	   183	 5.04	-0.150
  0.589769	 11.006236	   184	 8.48	 0.888
  0.590038	 10.785363	   185	 8.53	 0.530
  0.600696	  8.956824	   186	 6.33	 0.182
  0.602283	 -6.059270	   187	 8.99	 0.500
  0.602694	  6.333013	   188	 8.64	 0.488
  0.605434	 10.776364	   190	 8.74	 0.570
  0.619827	  8.393859	   192	 8.16	 1.032
  0.623759	  8.485463	   194	 5.70	 0.315
  0.625781	 47.422890	   195	 7.62	 0.517
  0.627006	 51.829976	   196	 8.95	 1.677
  0.632304	 42.147779	   197	 8.97	 0.952
  0.632749	 15.335173	   198	 8.94	 0.276
  0.635004	 16.256565	   199	 7.24	 0.074
  0.639280	 18.683407	   201	 8.24	 0.474
  0.641741	 54.552139	   202	 8.62	 0.303
  0.645226	-43.947929	   204	 8.53	 1.274
  0.645651	 -5.186651	   205	 8.54	 0.384
  0.646792	 18.836044	   206	 8.56	 0.436
  0.650362	 66.098966	   207	 5.87	 1.073
  0.660208	 66.100399	   209	 7.20	 0.085
  0.667031	 51.472401	   213	 7.70	 1.003
  0.669172	 28.542221	   214	 8.17	 0.290
  0.676883	 42.920649	   216	 7.94	 0.016
  0.674200	 82.973202	   217	 7.29	 0.118
  0.679628	-57.633670	   218	 8.42	 1.005
  0.690307	  6.034400	   219	 8.56	 0.602
  0.691781	 35.815467	   220	 7.52	 0.180
  0.693900	 80.282283	   221	 7.74	 0.483
  0.694471	-40.983229	   222	 8.85	 1.113
  0.696563	  2.130155	   223	 7.17	 0.617
  0.710266	 28.251905	   228	 7.64	 0.532
  0.714002	 47.252268	   229	 8.27	 0.128
  0.715884	 30.336542	   230	 8.44	 0.423
  0.730118	-30.149773	   232	 8.43	 0.007
  0.731923	 71.358516	   233	 8.49	 1.180
  0.737864	 -0.893874	   236	 8.09	 1.260
  0.739534	-20.045882	   238	 6.25	 0.526
  0.743186	  3.381932	   239	 8.56	 0.521
  0.752019	  9.138280	   241	 8.76	 1.010
  0.752231	-34.743939	   242	 7.76	 0.967
  0.753349	-60.691901	   243	 7.82	 1.041
  0.758871	 39.995144	   244	 7.90	 0.668
  0.763735	 -7.815517	   245	 8.52	 1.036
  0.765663	  8.270683	   248	 8.10	 0.342
  0.774225	 31.870083	   249	 8.75	 0.552
  0.774285	 52.465129	   250	 8.14	 0.880
  0.775331	-25.261114	   251	 8.65	 1.349
  0.782730	-24.145146	   253	 6.46	 1.176
  0.784778	 42.747908	   254	 6.73	 0.051
  0.794664	-24.588258	   255	 7.96	 0.421
  0.803068	-31.212384	   257	 8.87	 0.081
  0.805477	 17.552268	   258	 6.59	 1.122
  0.805904	 48.722294	   259	 8.65	 1.455
  0.832077	 38.244012	   264	 8.42	 1.174
  0.835332	-11.945367	   266	 8.09	 1.125
  0.835355	 -4.145757	   267	 8.09	 0.455
  0.841789	 59.078605	   268	 8.18	 1.462
  0.842025	 23.575034	   269	 8.77	 1.125
  0.849868	 73.174497	   270	 7.36	 0.146
  0.855552	-26.415185	   272	 8.82	 0.979
  0.857136	 63.640520	   274	 6.24	 0.332
  0.858060	 20.665530	   276	 7.49	 0.636
  0.859497	-36.251193	   277	 6.96	 0.353
  0.863115	 55.550900	   278	 7.94	-0.023
  0.863767	 62.357806	   279	 8.69	 0.120
  0.866204	 53.312689	   280	 8.15	 0.134
  0.876203	 55.059961	   281	 8.45	 1.655
  0.876427	 19.381496	   282	 7.92	 1.408
  0.877118	 12.356821	   283	 7.45	 0.353
  0.880841	-35.602230	   285	 8.55	 1.212
  0.889085	 42.352106	   288	 7.90	 1.071
  0.902381	-51.809100	   289	 8.68	 1.011
  0.904380	-31.094137	   290	 7.78	 0.563
  0.904574	-28.417137	   291	 8.21	-0.123
  0.908784	 70.306029	   292	 8.11	-0.019
  0.916015	-57.164462	   293	 8.29	 0.488
  0.917099	  3.906973	   294	 7.89	 0.401
  0.922853	-28.396196	   296	 8.24	 0.780
  0.924352	 48.436907	   297	 6.80	 0.060
  0.927024	 13.365166	   298	 8.18	 1.015
  0.933739	-63.600667	   299	 8.44	 0.508
  0.935159	 42.023522	   300	 7.45	 0.244
  0.934958	-17.335988	   301	 4.55	-0.047
  0.965162	 66.712183	   302	 6.31	 1.629
  0.969303	 57.378278	   303	 8.15	 0.316
  0.969791	 22.296047	   304	 8.27	 0.136
  0.972308	-28.393812	   305	 7.66	 0.741
  0.975426	-57.830500	   306	 8.59	 0.616
  0.983739	 14.378864	   308	 7.09	 0.303
  0.985941	-45.288616	   309	 8.54	 0.230
  0.987635	 36.970256	   311	 8.44	 0.456
  0.989591	 61.103636	   312	 8.59	 0.360
  0.991188	-48.125185	   313	 8.01	 0.406
  0.991642	 20.953729	   314	 8.29	 0.540
  1.001041	 12.145797	   316	 7.26	 0.355
  1.003330	-80.395115	   317	 7.91	 0.314
  1.015807	 62.221950	   319	 8.19	 0.260
  1.032969	-25.892663	   321	 8.93	 0.607
  1.035105	 56.920983	   322	 7.65	 0.992
  1.042698	 49.870181	   323	 7.38	 1.003
  1.042405	 17.436643	   324	 8.53	 0.491
  1.043973	 39.119902	   325	 8.56	 0.615
  1.044826	 11.264375	   326	 8.76	 1.692
  1.049592	-30.134913	   328	 7.09	-0.085
  1.056927	 62.287664	   330	 5.90	 0.274
  1.061033	-34.414716	   332	 8.41	 0.563
  1.063835	 60.155015	   334	 8.79	 0.080
  1.066070	 14.081538	   335	 8.88	 0.253
  1.066632	 65.152987	   336	 7.59	 1.680
  1.068818	-59.315191	   339	 8.55	 0.037
  1.073851	-43.988457	   340	 8.11	 0.484
  1.082475	-16.529036	   343	 5.78	 1.084
  1.084656	-29.268822	   345	 6.38	 0.006
  1.088055	-53.909434	   346	 8.80	 1.031
  1.088730	 54.274591	   347	 7.79	-0.089
  1.089593	 12.957292	   348	 8.60	 0.640
  1.095452	-29.381573	   349	 7.77	-0.058
  1.125494	-10.509523	   355	 4.99	 1.619
  1.125598	 -6.965379	   356	 8.43	 0.611
  1.127288	-72.897321	   357	 7.33	 0.444
  1.139518	-76.346492	   358	 8.93	 1.025
  1.147884	-71.695006	   361	 8.73	 1.036
  1.151694	 43.551312	   363	 8.12	 2.530
  1.152445	 42.092531	   365	 6.11	 0.159
  1.152500	-31.169050	   366	 8.94	 1.181
  1.156126	  2.937228	   368	 7.90	 1.249
  1.159440	-51.583329	   370	 7.13	 1.260
  1.166203	-70.404260	   372	 7.46	 1.072
  1.165983	 -8.184953	   373	 8.72	 1.508
  1.166998	 34.265124	   374	 7.02	 1.100
  1.171396	  6.522449	   376	 8.37	 0.881
  1.172117	-71.436891	   377	 5.59	-0.100
  1.171938	 14.965233	   378	 7.37	 0.422
  1.174922	 67.166445	   379	 5.68	 1.051
  1.178150	 17.069735	   380	 8.56	 0.792
  1.185227	 51.533838	   381	 8.72	-0.014
  1.188880	  0.056502	   383	 8.82	 0.433
  1.192816	  1.536895	   384	 8.18	 0.376
  1.208132	 38.786214	   387	 8.46	 0.556
  1.211771	-29.633039	   389	 8.28	 0.002
  1.211651	 43.970719	   391	 8.18	 0.430
  1.216716	 30.085850	   392	 7.93	 0.478
  1.224001	 34.659797	   394	 6.09	 0.632
  1.222212	-30.256604	   395	 8.31	 0.036
  1.224614	-31.996653	   396	 7.83	 1.256
  1.225353	 52.248933	   397	 8.72	 0.082
  1.229069	 58.532167	   398	 6.61	 0.025
  1.233335	 26.648764	   399	 6.25	 1.368
  1.234671	 23.269629	   400	 7.82	 0.755
  1.234210	 56.056950	   401	 8.66	 1.614
  1.234894	 64.781420	   402	 8.15	 0.475
  1.237167	-18.178726	   403	 8.97	 0.674
  1.239677	 45.673793	   404	 7.47	 0.550
  1.239511	 51.180643	   405	 8.15	 1.201
  1.243987	 26.725262	   406	 8.63	 1.570
  1.244650	-70.212445	   407	 8.13	 0.710
  1.245132	 57.468738	   408	 8.23	 0.986
  1.246085	-70.492483	   409	 8.41	 0.461
  1.254955	 27.674784	   410	 6.47	 0.946
  1.257823	 66.516790	   412	 8.64	 1.300
  1.260973	-36.015121	   413	 7.73	 0.537
  1.262240	-59.828121	   414	 8.64	 0.889
  1.263822	  9.279961	   415	 8.94	 0.415
  1.264666	  1.037710	   416	 8.84	 0.759
  1.265928	 -0.503035	   417	 6.32	 1.099
  1.275625	 61.313970	   418	 5.80	-0.067
  1.278489	-42.567868	   419	 8.97	 0.860
  1.281230	-52.151741	   420	 7.53	 0.577
          	          	   421	 8.83	
  1.286805	 67.840004	   422	 7.41	 1.288
  1.288462	 30.329032	   423	 7.80	 0.437
  1.290659	 45.229029	   424	 6.71	 0.068
  1.290809	-62.845220	   425	 8.14	 0.593
  1.291591	-43.850831	   427	 8.73	 1.124
  1.292429	  2.397208	   429	 8.69	 0.644
  1.292763	-32.468672	   430	 7.10	 1.128
  1.302076	 36.303671	   431	 8.09	 0.496
  1.304188	 35.571012	   432	 6.88	 0.174
  1.323699	-67.832590	   436	 8.49	 1.076
  1.324490	 48.477171	   437	 8.30	 0.998
  1.326998	 -1.794085	   438	 7.95	 0.991
  1.351784	-37.357362	   439	 8.56	 1.462
  1.333019	 68.884433	   440	 7.08	-0.006
  1.333196	-38.857152	   441	 6.93	 0.940
  1.333412	-21.315338	   442	 8.38	-0.060
  1.333920	 -5.707618	   443	 4.61	 1.029
  1.336817	-59.814504	   444	 8.78	 1.156
  1.340272	-56.955649	   445	 7.42	 0.191
  1.342608	-79.253752	   446	 7.71	 1.093
  1.342539	  8.787810	   447	 8.26	 1.052
  1.342663	  3.606092	   448	 6.91	 1.120
  1.349938	 28.543724	   450	 8.99	 1.199
  1.351248	 16.329006	   451	 8.63	 0.460
  1.356105	 -3.851673	   453	 7.59	 1.045
  1.360079	-14.422192	   454	 7.39	 0.990
  1.365576	-37.302536	   456	 7.78	 1.123
  1.366746	-42.887387	   457	 7.47	 1.620
  1.367676	 -7.665420	   458	 6.97	 1.444
  1.368549	-61.225853	   459	 8.82	 0.666
  1.371025	 34.105720	   461	 7.86	 0.494
  1.379847	 -9.617470	   462	 7.13	 0.446
  1.391034	 76.285818	   465	 8.78	 1.249
  1.395542	 53.171694	   466	 7.23	 1.174
  1.398987	-61.309873	   468	 7.36	 0.993
  1.401078	-51.260491	   469	 7.36	 1.444
  1.404012	 43.401421	   470	 8.47	-0.180
  1.415536	 55.709898	   472	 6.99	 1.187
  1.420887	 45.812081	   473	 8.20	 1.410
  1.420194	 44.468676	   474	 8.36	 0.247
  1.423638	 58.313259	   475	 8.22	 0.636
  1.424839	 13.396266	   476	 5.55	 0.901
  1.430143	-15.365483	   480	 8.60	 1.100
  1.435191	 17.840290	   482	 7.75	 0.414
  1.447799	 47.087292	   485	 8.47	 0.045
  1.468935	-41.753068	   490	 7.51	 0.595
  1.469976	 12.527356	   491	 8.91	 1.190
  1.478119	 18.235003	   493	 7.45	 0.596
  1.479463	-68.811599	   494	 8.99	 0.585
  1.481131	 18.075868	   495	 8.58	 0.920
  1.486381	 24.569005	   496	 6.90	 1.564
  1.487664	 49.622343	   497	 7.55	 0.300
  1.492801	 44.739381	   498	 7.93	 0.239
  1.500573	-39.137585	   501	 8.55	 1.357
  1.502228	 28.276949	   502	 6.62	 1.531
  1.504406	 16.452078	   503	 7.89	 0.930
  1.513594	 24.916600	   504	 7.51	 1.112
  1.514109	 63.679656	   505	 7.36	 0.126
  1.514646	 53.276915	   506	 8.66	-0.039
  1.517854	-84.098203	   507	 8.51	 1.576
  1.517722	 40.418530	   508	 6.65	 0.912
  1.533478	  9.714938	   510	 7.80	 0.501
  1.533546	  0.121419	   511	 8.21	 1.108
  1.537815	-29.151382	   512	 7.90	-0.030
  1.546869	 87.889424	   513	 8.94	 1.000
  1.554807	 -1.887164	   515	 8.69	 0.509
  1.559147	-32.816350	   516	 8.57	 1.612
  1.564045	-55.498696	   517	 8.89	 0.476
  1.565893	 58.436733	   518	 5.98	 0.687
  1.570216	-64.240473	   519	 7.92	 0.459
  1.570594	-10.778477	   520	 7.60	 1.539
  1.577712	 -1.238097	   521	 8.22	 1.220
  1.579898	-49.075191	   522	 5.70	 0.519
  1.583173	-12.017184	   524	 8.75	 0.487
  1.584200	 40.898746	   525	 6.93	 1.086
  1.584310	 60.457121	   526	 7.97	 0.256
  1.586655	 68.636103	   527	 8.06	 1.431
  1.604043	-18.038252	   529	 7.31	 0.402
  1.608441	 42.752760	   530	 8.35	 0.624
  1.610583	 64.196169	   531	 5.57	-0.023
  1.641479	 43.782223	   539	 8.87	 0.426
  1.648084	 28.553404	   540	 6.68	 0.986
  1.649529	 56.514480	   542	 8.05	 0.112
  1.653267	 29.021502	   544	 6.07	 0.752
  1.660429	 33.654249	   545	 8.51	 1.107
  1.661884	-36.084770	   546	 7.71	 1.038
  1.664989	-24.620840	   547	 8.56	 0.548
  1.666964	 70.169254	   548	 8.26	 1.233
  1.674310	 56.324658	   550	 8.62	 0.148
  1.695717	 -4.350026	   556	 8.21	 0.574
  1.695848	 23.493822	   557	 8.72	 0.410
  1.696803	-70.589435	   558	 8.03	 1.631
  1.708693	-23.107540	   560	 6.19	 0.386
  1.710983	 20.559759	   562	 8.22	 0.951
  1.711315	 31.130423	   563	 7.93	 1.107
  1.718145	  1.861030	   565	 8.98	 0.567
  1.722034	-38.877668	   567	 6.91	 1.123
  1.722439	-55.160828	   568	 8.79	 1.234
  1.724502	 -3.626263	   569	 8.23	 0.580
  1.733906	 38.202539	   572	 8.83	 1.114
  1.734737	-43.985229	   573	 7.62	 0.955
  1.747992	-40.414022	   574	 8.96	 0.446
  1.748645	 53.974853	   576	 8.97	 0.050
  1.758337	 22.844452	   578	 8.29	 0.387
  1.760120	  5.287996	   579	 8.30	 1.552
  1.760858	-18.820734	   580	 8.26	 0.494
  1.767243	  6.875548	   581	 7.44	 0.203
  1.776361	 85.404861	   583	 8.20	 0.295
  1.781719	-15.850159	   584	 8.68	 0.529
  1.782529	-30.561565	   585	 8.65	 0.061
  1.784389	-37.929168	   587	 8.41	 0.405
  1.787896	 72.775219	   589	 8.42	 0.345
  1.792423	 34.853794	   590	 8.86	 1.552
  1.795902	 46.756978	   591	 7.92	 1.054
  1.802420	  6.204281	   593	 8.85	 0.323
  1.806203	-76.730929	   596	 7.56	 0.419
  1.807445	 73.210297	   597	 7.88	 0.407
  1.810286	 20.555714	   598	 7.99	 1.441
  1.814066	-41.889566	   599	 8.23	 0.599
  1.819285	-27.397838	   600	 8.52	 1.084
  1.826111	-17.386990	   602	 6.20	 0.133
  1.826614	  7.703558	   603	 7.64	 0.493
  1.831030	  1.665077	   604	 8.95	 0.653
  1.841916	-56.836907	   605	 7.48	 1.532
  1.843932	-25.356649	   606	 7.06	 0.463
  1.844014	 26.450601	   607	 7.33	 1.011
  1.845347	-11.033396	   608	 8.98	 0.739
  1.846797	-11.612953	   609	 8.24	 0.271
  1.857918	-77.494189	   610	 8.40	 1.014
  1.855884	-40.479560	   611	 8.53	 0.909
  1.867216	-56.011483	   612	 7.48	 0.466
  1.871938	 17.302737	   613	 8.46	 1.590
  1.880446	 24.321207	   615	 8.57	 0.249
  1.885588	-23.818719	   616	 8.70	 0.798
  1.886553	 32.008745	   617	 8.50	 0.451
  1.894788	-60.641821	   618	 8.37	 0.595
  1.896593	 31.669001	   619	 6.87	 1.124
  1.904030	-86.038759	   620	 7.39	-0.018
  1.902436	-62.315095	   621	 7.50	 1.703
  1.905872	 52.772969	   622	 7.56	 0.900
  1.906150	 53.526542	   623	 8.37	 0.379
  1.905959	-45.119538	   624	 8.19	 0.584
  1.907102	 40.078498	   625	 7.39	 1.008
  1.908010	 40.147954	   626	 6.73	 0.951
  1.913042	-66.895387	   627	 8.66	 0.790
  1.916660	  1.094204	   628	 8.25	 0.170
  1.917468	 -7.921323	   629	 8.47	 0.953
  1.918568	 39.034775	   630	 8.01	 0.456
  1.920664	-65.932428	   631	 6.83	 1.158
  1.927665	-46.544714	   633	 8.79	 1.127
  1.929610	 37.185443	   634	 7.44	 0.478
  1.933805	 -2.548679	   635	 6.43	-0.146
  1.945416	-22.508560	   636	 5.93	 0.141
  1.949207	 -5.485918	   637	 8.85	 1.196
  1.951665	-11.129061	   639	 8.55	 0.964
  1.962411	 38.721732	   640	 7.66	 0.181
  1.967024	 55.577041	   641	 7.82	 0.610
  1.978686	-51.257907	   644	 8.21	 1.087
  1.996825	-14.226944	   645	 8.85	 0.631
  1.997288	-18.684727	   646	 7.58	 1.271
  1.997456	-78.210991	   647	 7.79	 1.450
  2.001447	-78.598759	   648	 7.18	 0.156
  2.000980	 -7.544697	   649	 7.85	 0.505
  2.003174	 29.837513	   650	 7.54	 0.408
  2.007139	 31.391161	   652	 7.12	 0.184
  2.008673	-45.382177	   654	 8.84	 1.042
  2.014531	-33.529326	   655	 5.67	 1.119
  2.019549	 53.796246	   656	 8.15	 0.617
  2.024114	  4.927244	   658	 8.19	 1.079
  2.039992	 31.378998	   659	 7.27	 0.207
  2.041704	 71.159452	   660	 8.51	 0.215
  2.049014	-59.063073	   661	 8.36	 1.113
  2.049924	-70.055825	   662	 8.74	 1.227
  2.050401	 -2.447711	   664	 6.18	 1.366
  2.056913	 29.732273	   667	 8.31	 1.053
  2.061137	 42.223421	   668	 8.58	 0.915
  2.068178	-14.824492	   669	 7.04	 0.624
  2.070628	 34.495250	   670	 8.81	 0.310
  2.073052	 -8.824112	   671	 5.99	 1.034
  2.077759	-32.700965	   673	 8.22	 1.064
  2.092292	  3.440644	   675	 8.00	 1.193
  2.096911	 29.090432	   677	 2.07	-0.038
  2.101186	 50.245332	   679	 8.11	 0.098
  2.103385	-57.195133	   680	 8.89	 1.179
  2.107273	  6.616805	   682	 7.59	 0.626
  2.108519	 41.957982	   683	 8.72	 0.071
  2.115262	-24.093733	   688	 7.59	 0.508
  2.118610	 34.934547	   689	 7.41	 0.606
  2.125828	 52.336458	   691	 7.78	 0.358
  2.128710	 -6.792152	   692	 7.76	 1.618
  2.130265	 20.267280	   693	 8.94	 0.419
  2.131319	 11.171533	   694	 8.95	 0.435
  2.136899	 63.204040	   695	 6.41	 0.998
  2.139570	-17.578155	   696	 6.11	 1.664
  2.147457	 53.254100	   697	 7.76	 0.415
  2.161573	-74.238455	   698	 7.38	 1.326
  2.170576	 36.627125	   699	 6.21	 0.504
  2.179633	 -2.222583	   700	 7.05	 0.963
  2.183492	 74.214765	   701	 7.44	-0.006
  2.187354	-52.328069	   702	 8.50	 0.406
  2.191149	 14.141976	   704	 7.84	 1.125
  2.211780	 86.787882	   705	 8.41	 0.588
  2.192447	-34.794373	   706	 7.88	 0.473
